date,close,high,low,open,volume
2006-01-02,23.5,23.9,23.4,23.4,342000
2006-01-03,23.7,23.75,23.2,23.3,102000
2006-01-04,23.55,24.15,23.5,24.15,93000
2006-01-05,23.5,23.95,23.4,23.75,98000
2006-01-06,23.3,23.85,23.3,23.5,49000
2006-01-09,22.75,23.75,22.75,23.75,131000
2006-01-10,23,23.45,22.75,22.75,63000
2006-01-11,23.1,23.3,22.85,23,85000
2006-01-12,23.1,23.5,23.1,23.1,165000
2006-01-13,23.2,23.3,23,23.2,31000
2006-01-16,23.15,23.4,22.9,23.2,20000
2006-01-17,22.95,23.25,22.85,22.85,36000
2006-01-18,22.5,22.9,22.5,22.9,72000
2006-01-19,22.65,22.65,22.15,22.35,46000
2006-01-20,22.9,23.2,22.55,22.65,46000
2006-01-23,22.2,22.9,22.1,22.1,45000
2006-01-24,22.7,22.7,22.2,22.2,27000
2006-01-25,22.7,22.7,22.35,22.35,24000
2006-02-03,23,23.3,22.5,22.9,177000
2006-02-06,23.05,23.2,22.7,22.7,34000
2006-02-07,23.2,23.35,23,23.35,45000
2006-02-08,23.05,23.3,23,23.3,27000
2006-02-09,23,23.15,22.8,23,29000
2006-02-10,23.1,23.1,22.7,23.1,60000
2006-02-13,22.7,22.85,22.3,22.8,123000
2006-02-14,22.7,22.7,22.3,22.7,140000
2006-02-15,22.7,22.95,22.5,22.75,54000
2006-02-16,22.65,22.65,22.4,22.5,57000
2006-02-17,22.35,22.6,22.35,22.45,55000
2006-02-20,22.2,22.4,22.2,22.4,24000
2006-02-21,22.2,22.45,22.1,22.15,27000
2006-02-22,22.05,22.45,21.85,22.45,36000
2006-02-23,22,22.25,21.85,22.25,27000
2006-02-24,22.3,23.35,22.1,22.15,715000
2006-02-27,22.05,22.2,21.65,22.15,236000
2006-03-01,21.8,21.9,21.3,21.5,117000
2006-03-02,21.8,21.95,21.6,21.9,62000
2006-03-03,21.6,21.95,21.6,21.85,80000
2006-03-06,21.55,21.9,21.35,21.6,48000
2006-03-07,21.45,21.75,21.4,21.5,15000
2006-03-08,21.35,21.4,21.2,21.25,38000
