date,close,high,low,open,volume
2006-01-02,26.6,27,26.35,27,1619000
2006-01-03,27.3,27.7,26.65,26.7,2267000
2006-01-04,27.1,28.15,27.1,27.75,3688000
2006-01-05,27.55,27.9,27.3,27.3,1377000
2006-01-06,28,28.8,27.9,27.9,3584000
2006-01-09,28.8,29.35,28.5,28.5,3355000
2006-01-10,28,29,27.9,29,1581000
2006-01-11,27,28,26.8,28,2471000
2006-01-12,26.2,27.2,26.2,27,1049000
2006-01-13,26.2,26.5,25.75,26,678000
2006-01-16,26.6,26.8,26.4,26.5,481000
2006-01-17,27,27.15,26.35,26.4,962000
2006-01-18,25.65,27,25.5,26.8,1552000
2006-01-19,25.6,25.85,25.4,25.7,748000
2006-01-20,24.95,25.75,24.85,25.75,676000
2006-01-23,23.3,24.6,23.3,24.6,2327000
2006-01-24,23.6,23.7,23.3,23.6,1112000
2006-01-25,23.9,24.1,23.7,23.9,982000
2006-02-03,23.9,24.3,23.9,24.2,1064000
2006-02-06,24.6,24.65,23.9,23.9,636000
2006-02-07,24.5,24.75,24.25,24.6,798000
2006-02-08,24,24.55,24,24.5,646000
2006-02-09,24.2,24.5,24.05,24.1,537000
2006-02-10,24,24.4,23.9,24.2,437000
2006-02-13,24.5,24.8,24.1,24.3,692000
2006-02-14,24.7,25,24.5,24.5,704000
2006-02-15,24.8,25,24.7,24.9,663000
2006-02-16,24.9,25.15,24.8,25,678000
2006-02-17,24.4,24.8,24.4,24.8,967000
2006-02-20,24.25,24.5,24.1,24.3,501000
2006-02-21,24.15,24.7,24.15,24.7,611000
2006-02-22,23.8,24.3,23.8,24.15,603000
2006-02-23,23.1,24,23.1,23.7,654000
2006-02-24,23.6,23.6,23.1,23.5,444000
2006-02-27,23.3,23.6,23.25,23.6,425000
2006-03-01,23.85,23.85,23.2,23.25,337000
2006-03-02,23.6,23.9,23.6,23.9,287000
2006-03-03,23.4,23.8,23.4,23.8,276000
2006-03-06,23.3,23.6,23.25,23.3,237000
2006-03-07,23.3,23.5,23.3,23.5,360000
2006-03-08,23.15,23.4,23,23.3,466000
2006-03-09,24,24.2,23.5,23.5,1171000
2006-03-10,23.7,24,23.6,24,150000
2006-03-13,23.7,24,23.6,23.95,545000
2006-03-14,23.45,23.75,23.45,23.7,496000
2006-03-15,23.6,23.7,23.4,23.5,293000
2006-03-16,23.6,23.85,23.55,23.6,424000
2006-03-17,24.1,24.5,23.6,23.6,861000
2006-03-20,23.95,24.2,23.85,24.1,562000
2006-03-21,23.85,24.15,23.85,23.95,461000
2006-03-22,23.75,23.9,23.7,23.85,495000
2006-03-23,23.3,23.75,23.3,23.75,414000
2006-03-24,23.3,23.5,23.3,23.3,279000
2006-03-27,23.45,23.7,23.3,23.7,240000
2006-03-28,23.5,23.5,23.35,23.45,121000
2006-03-29,23.85,23.95,23.55,23.6,266000
2006-03-30,24.05,24.3,23.85,23.95,502000
2006-03-31,24.15,24.35,23.95,24.25,511000
2006-04-03,24.5,24.7,24.2,24.2,639000
2006-04-04,26.2,26.2,24.5,24.85,3745000
2006-04-06,26.5,26.8,26.2,26.5,2058000
2006-04-07,27,27.35,26.1,26.1,1327000
2006-04-10,26.7,26.9,26.4,26.9,722000
2006-04-11,27.4,27.4,26.5,26.8,2113000
2006-04-12,27.35,27.8,27.2,27.4,1169000
2006-04-13,29.25,29.25,27.5,27.5,9491000
2006-04-14,29.45,30.75,29.45,29.5,11930000
2006-04-17,28.65,29.85,28.3,29.6,4501000
2006-04-18,29.2,29.3,28.8,29,3667000
2006-04-19,29,29.7,28.85,29.7,3963000
2006-04-20,29.45,29.8,28.9,29.5,3253000
2006-04-21,30.8,30.9,29.2,29.55,6683000
2006-04-24,30.1,31.45,30.1,30.8,5036000
2006-04-25,28.9,30.4,28.9,29.9,3150000
2006-04-26,29.1,29.3,28.5,29,1585000
2006-04-27,28.4,29.8,28.2,29.1,2596000
