date,close,high,low,open,volume
2006-01-02,14.6,15.1,14.6,14.9,3591000
2006-01-03,15.05,15.45,14.65,14.7,5513000
2006-01-04,15.05,15.9,15,15.2,10196000
2006-01-05,15.35,15.6,15,15.2,6332000
2006-01-06,16.05,16.4,15.45,15.5,18034000
2006-01-09,15.5,16.5,15.5,16.4,8023000
2006-01-10,15.25,15.8,15.25,15.6,4098000
2006-01-11,15.1,15.65,15.1,15.35,5503000
2006-01-12,14.3,15.45,14.2,15.2,4462000
2006-01-13,14.1,14.5,14.1,14.3,1950000
2006-01-16,14.35,14.4,14.1,14.2,1126000
2006-01-17,14.05,14.55,14.05,14.5,1680000
2006-01-18,13.2,14,13.2,14,2389000
2006-01-19,13.05,13.5,12.75,13.2,2166000
2006-01-20,12.9,13.35,12.9,13.1,1229000
2006-01-23,12,12.7,12,12.6,1971000
2006-01-24,12.5,12.6,12.1,12.1,1636000
2006-01-25,12.4,12.65,12.25,12.55,1803000
2006-02-03,12.5,12.65,12.4,12.55,1018000
2006-02-06,13.05,13.05,12.4,12.5,1942000
2006-02-07,13.2,13.4,13.05,13.05,1454000
2006-02-08,13,13.4,12.9,13.3,1580000
2006-02-09,13.1,13.45,13.05,13.2,1746000
2006-02-10,12.7,13.1,12.7,13.05,1080000
2006-02-13,12.5,12.7,12.5,12.6,572000
2006-02-14,12.8,13,12.5,12.5,2369000
2006-02-15,12.85,13.2,12.8,12.85,1215000
2006-02-16,13.1,13.35,12.9,12.9,1801000
2006-02-17,12.7,13.2,12.7,13.2,1058000
2006-02-20,12.8,13.2,12.5,12.7,3463000
2006-02-21,12.6,12.95,12.5,12.85,829000
2006-02-22,12.1,12.7,12.1,12.6,1132000
2006-02-23,12,12.3,11.9,12.1,1142000
2006-02-24,12,12.1,11.7,11.7,1871000
2006-02-27,11.85,12,11.7,11.85,1116000
2006-03-01,12.2,12.3,11.85,11.85,1468000
2006-03-02,12.4,12.7,12.3,12.35,1768000
2006-03-03,12,12.45,11.95,12.3,814000
2006-03-06,12.05,12.3,11.95,12,459000
2006-03-07,11.8,12.15,11.8,12,680000
2006-03-08,11.9,12,11.8,11.9,857000
2006-03-09,12,12.2,12,12,663000
2006-03-10,12.45,12.55,11.95,12,2127000
2006-03-13,12.35,12.65,12.25,12.55,957000
2006-03-14,12.25,12.45,12.2,12.35,840000
2006-03-15,12.9,12.95,12.35,12.35,3833000
2006-03-16,12.5,13.2,12.5,12.95,2037000
2006-03-17,12.6,12.65,12.35,12.6,902000
2006-03-20,12.45,12.85,12.45,12.85,1147000
2006-03-21,12.2,12.55,12.2,12.35,753000
2006-03-22,12.15,12.3,12.05,12.1,844000
2006-03-23,12.1,12.35,12,12.15,901000
2006-03-24,12.05,12.25,12,12,510000
2006-03-27,12,12.15,12,12,671000
2006-03-28,12.1,12.25,12,12,1314000
2006-03-29,12.2,12.3,12.1,12.1,655000
2006-03-30,12.2,12.5,12.2,12.35,1636000
2006-03-31,12.25,12.45,12.2,12.25,1531000
2006-04-03,12.4,12.6,12.2,12.3,2270000
2006-04-04,12.2,12.65,12.2,12.5,1556000
2006-04-06,12.55,12.55,12.25,12.3,2251000
2006-04-07,12.95,12.95,12.5,12.55,4004000
2006-04-10,12.7,12.8,12.5,12.75,1961000
2006-04-11,12.7,12.85,12.6,12.7,977000
2006-04-12,13.15,13.2,12.6,12.7,4057000
2006-04-13,13.4,14.05,13.25,13.3,10615000
2006-04-14,13.6,13.75,13.3,13.55,4632000
2006-04-17,14,14.3,13.8,13.95,10654000
2006-04-18,13.7,14,13.6,14,2846000
2006-04-19,13.7,14.05,13.65,14,3873000
2006-04-20,13.75,14.15,13.6,13.7,5391000
2006-04-21,13.65,14,13.45,13.8,5496000
2006-04-24,13.65,13.95,13.55,13.75,3031000
2006-04-25,13.9,14.2,13.6,13.75,4318000
2006-04-26,14.2,14.45,14,14.05,5235000
2006-04-27,13.75,14.4,13.7,14.3,3668000
2006-04-28,13.75,13.9,13.55,13.8,1928000
2006-05-02,13.5,13.75,13.2,13.75,1985000
2006-05-03,12.8,13.55,12.8,13.5,1617000
2006-05-04,13.1,13.4,12.85,12.85,2638000
2006-05-05,12.8,13.15,12.8,13,2057000
2006-05-08,12.8,12.95,12.55,12.8,1870000
2006-05-09,13.55,13.6,12.7,12.8,3903000
2006-05-10,13.7,14.15,13.65,13.8,13924000
2006-05-11,13.65,14.15,13.6,13.7,4791000
2006-05-12,13.1,13.55,13,13.55,2019000
2006-05-15,13.1,13.25,12.9,13,1766000
2006-05-16,12.9,13.25,12.9,13.1,1454000
2006-05-17,12.9,13.1,12.9,13,1267000
2006-05-18,12.95,13.1,12.85,12.9,967000
2006-05-19,13.2,13.35,13,13,1539000
2006-05-22,13.3,13.7,13.25,13.4,2020000
2006-05-23,12.95,13.4,12.95,13.25,1436000
2006-05-24,12.85,13.15,12.65,13,1500000
2006-05-25,12.7,12.95,12.7,12.95,771000
2006-05-26,12.5,12.9,12.5,12.8,1607000
2006-05-29,12.5,12.7,12.5,12.5,629000
2006-05-30,12.55,12.7,12.45,12.5,997000
2006-06-01,12.7,12.7,12.55,12.55,657000
2006-06-02,12.55,12.8,12.55,12.7,695000
2006-06-05,11.7,12.55,11.7,12.55,1550000
2006-06-06,11.7,11.85,11.35,11.55,1392000
2006-06-07,11.55,11.8,11.55,11.7,657000
2006-06-08,10.75,11.4,10.75,11.4,1964000
2006-06-09,10.8,10.9,10.3,10.75,1604000
2006-06-12,10.8,10.85,10.6,10.8,478000
2006-06-13,10.7,10.9,10.7,10.75,613000
2006-06-14,10.85,10.95,10.7,10.7,826000
2006-06-15,10.8,11,10.8,10.95,657000
2006-06-16,10.9,11.1,10.85,11.05,730000
2006-06-19,10.8,10.9,10.75,10.9,546000
2006-06-20,10.6,10.8,10.6,10.8,651000
2006-06-21,10.4,10.9,10.4,10.6,477000
2006-06-22,10.75,10.75,10.5,10.5,362000
2006-06-23,10.6,10.75,10.5,10.5,274000
2006-06-26,10.7,10.85,10.6,10.7,430000
2006-06-27,10.8,10.95,10.7,10.7,351000
2006-06-28,10.95,11,10.6,10.6,287000
2006-06-29,11.25,11.6,10.95,11,2054000
2006-06-30,11.15,11.5,11.1,11.35,657000
2006-07-03,10.9,11.25,10.8,11.25,453000
2006-07-04,10.95,11.1,10.9,10.9,526000
2006-07-05,10.65,11,10.6,10.9,716000
2006-07-06,10.9,10.9,10.6,10.65,1008000
2006-07-07,10.7,10.95,10.7,10.8,1612000
2006-07-10,10.95,11.1,10.9,11,1350000
2006-07-11,11,11.25,11,11.15,786000
2006-07-12,11,11.25,11,11.1,840000
2006-07-13,10.9,11.05,10.8,11,459000
2006-07-14,10.8,10.85,10.7,10.7,520000
